id,name_vendor_id,name_brand_id,doc_design_cover_id,num_invoice,num_style,num_po,name_country_dest_id,qty_shipped,amount_shipped,amount_final,name_country_origin_id,type_shipmode_id,date_exfty,date_etd,date_atd,date_payment_submit,date_payment_due,date_received,remark,creted_ts,updated_ts
,23,97,667,DHGI9302FF,332J2081,1956024-US1O2,23,3,44.79,44.79,24,1,2019-04-04,2019-04-09,2019-04-08,2019-04-09,2019-05-30,2019-05-31,,2021-12-20 14:46,2021-12-20 14:46
,23,97,668,DHGI9303FF,332J2062,1956023-US1O2,23,17,225.93,225.93,24,1,2019-04-04,2019-04-09,2019-04-08,2019-04-09,2019-05-30,2019-05-31,,2021-12-20 14:46,2021-12-20 14:46
,23,97,472,DHGI9306FF,132J0071,1956022-US1O2,23,3,54.9,54.9,24,1,2019-04-04,2019-04-09,2019-04-08,2019-04-09,2019-05-30,2019-05-31,,2021-12-20 14:46,2021-12-20 14:46
,23,99,611,042019/AMAZON-HV,AE2011188,8TPBDR4S,23,12295,180121.75,180121.75,24,1,2019-04-09,2019-04-12,2019-04-12,2019-05-30,2019-08-28,2019-08-29,,2021-12-20 14:46,2021-12-20 14:46
,23,99,611,042019/AMAZON-HV,AE2011188,8TPBDR4S,23,3264,49710.72,49710.72,24,1,2019-04-09,2019-04-12,2019-04-12,2019-05-30,2019-08-28,2019-08-29,,2021-12-20 14:46,2021-12-20 14:46
,23,99,592,PHAZ19005,AE1906272,5POSRPWN,23,16337,160102.6,160102.6,24,1,2019-04-14,2019-04-17,2019-04-17,2019-04-17,2019-07-16,2019-07-17,,2021-12-20 14:46,2021-12-20 14:46
,23,99,592,PHAZ19005,AE1906272,5POSRPWN,23,1661,17855.75,17855.75,24,1,2019-04-14,2019-04-17,2019-04-17,2019-04-17,2019-07-16,2019-07-17,,2021-12-20 14:46,2021-12-20 14:46
,23,99,592,PHAZ19005,AE1906272,3HL5BI8U,23,297,3192.75,3192.75,24,1,2019-04-14,2019-04-17,2019-04-17,2019-04-17,2019-07-16,2019-07-17,,2021-12-20 14:46,2021-12-20 14:46
,23,99,674,PHAZ19005,AE1906388,5POSRPWN,23,15598,165338.8,165338.8,24,1,2019-04-14,2019-04-17,2019-04-17,2019-04-17,2019-07-16,2019-07-17,,2021-12-20 14:46,2021-12-20 14:46
,23,99,674,PHAZ19005,AE1906388,5POSRPWN,23,1903,22074.8,22074.8,24,1,2019-04-14,2019-04-17,2019-04-17,2019-04-17,2019-07-16,2019-07-17,,2021-12-20 14:46,2021-12-20 14:46
,23,99,677,PHAZ19005,WAE65005,8OJL9Z5Y,23,3212,19978.64,19978.64,24,1,2019-04-14,2019-04-17,2019-04-17,2019-04-17,2019-07-16,2019-07-17,,2021-12-20 14:46,2021-12-20 14:46
,23,99,677,PHAZ19005,WAE65005,8OJL9Z5Y,23,1720,10732.8,10732.8,24,1,2019-04-14,2019-04-17,2019-04-17,2019-04-17,2019-07-16,2019-07-17,,2021-12-20 14:46,2021-12-20 14:46
,23,99,677,PHAZ19005,WAE65005,8OJL9Z5Y,23,11922,87507.48,87507.48,24,1,2019-04-14,2019-04-17,2019-04-17,2019-04-17,2019-07-16,2019-07-17,,2021-12-20 14:46,2021-12-20 14:46
,23,99,677,PHAZ19005,WAE65005,8OJL9Z5Y,23,2715,21964.35,21964.35,24,1,2019-04-14,2019-04-17,2019-04-17,2019-04-17,2019-07-16,2019-07-17,,2021-12-20 14:46,2021-12-20 14:46
